      0.85735444       4.4700000     0.030000000
      0.94657944       4.2140000     0.027000000
      0.94705444       4.1360000     0.028000000
      0.94754044       4.1820000     0.027000000
      0.94802644       4.1780000     0.027000000
      0.94853544       4.1590000     0.029000000
      0.94902244       4.1960000     0.027000000
      0.94964744       4.1680000     0.029000000
      0.95022544       4.1710000     0.028000000
      0.95090844       4.1250000     0.029000000
      0.95151044       4.1300000     0.030000000
      0.95212344       4.2080000     0.026000000
      0.95271444       4.1630000     0.028000000
      0.95325844       4.1440000     0.028000000
      0.95379044       4.2230000     0.027000000
      0.95447344       4.1140000     0.030000000
       1.1686944       6.0210000     0.018000000
       1.9222444       4.6200000     0.030000000
       2.9160184       4.6880000     0.017000000
       2.9166894       4.6800000     0.017000000
       2.9174194       4.6610000     0.017000000
       2.9180204       4.7150000     0.015000000
       2.9185884       4.8430000     0.015000000
       2.9191664       4.8630000     0.014000000
       2.9197454       4.8590000     0.015000000
       2.9203354       4.8140000     0.016000000
       2.9209144       4.8670000     0.014000000
       2.9215164       4.8740000     0.014000000
       2.9221064       4.8710000     0.015000000
       2.9222444       4.9300000     0.030000000
       2.9226734       4.8920000     0.014000000
       2.9232634       4.8380000     0.015000000
       2.9238654       4.8570000     0.016000000
       2.9244324       4.9030000     0.014000000
       2.9250344       4.8520000     0.014000000
       2.9256014       4.8910000     0.014000000
       2.9261804       4.8750000     0.015000000
       2.9267704       4.8720000     0.015000000
       2.9273494       4.8840000     0.015000000
       2.9279284       4.8780000     0.015000000
       3.9568864       5.8490000    0.0040000000
       3.9581134       5.8900000    0.0040000000
       3.9595834       5.8440000    0.0040000000
       3.9610304       5.9570000    0.0040000000
       3.9626854       5.8240000    0.0040000000
       3.9644794       5.9710000    0.0040000000
       3.9662614       5.7890000    0.0040000000
       3.9676624       5.9600000    0.0040000000
       3.9688774       5.9990000    0.0040000000
       3.9700814       5.9970000    0.0040000000
       3.9712844       5.8500000    0.0040000000
       3.9724884       6.0110000    0.0040000000
       3.9736924       5.9830000    0.0040000000
       3.9749074       5.9330000    0.0040000000
       3.9761224       6.0270000    0.0040000000
       3.9773384       6.0040000    0.0040000000
       3.9785644       5.9920000    0.0040000000
       3.9797684       5.8520000    0.0040000000
       5.9104444       5.7100000     0.030000000
       6.0096644       5.2310000     0.086000000
       6.8800864       5.5910000     0.012000000
       6.8804574       5.5830000     0.012000000
       6.8807814       5.6070000     0.012000000
       6.8811284       5.5910000     0.013000000
       6.8815104       5.5540000     0.013000000
       7.9395444       5.9900000     0.050000000
       8.2324714       5.7680000     0.043000000
       8.2330614       5.8570000     0.040000000
       10.868784       6.0070000     0.015000000
       10.869560       6.0400000     0.015000000
       10.870335       6.0150000     0.018000000
       10.871111       6.0380000     0.022000000
       10.871886       6.0060000     0.016000000
       11.923744       6.3040000     0.038000000
       14.211875       7.0530000    0.0030000000
       14.212291       7.0470000    0.0030000000
       14.212719       7.0540000    0.0030000000
       14.213136       7.0600000    0.0030000000
       14.213553       7.0730000    0.0030000000
       15.930879       6.5360000     0.024000000
       15.932916       6.4920000     0.025000000
       15.934953       6.5190000     0.023000000
       15.936979       6.5140000     0.025000000
       15.939004       6.5710000     0.023000000
       15.941041       6.6000000     0.023000000
       15.943067       6.5520000     0.024000000
       15.945104       6.4590000     0.025000000
       15.947129       6.5070000     0.025000000
       15.949155       6.4430000     0.026000000
       15.951180       6.5680000     0.024000000
       15.953217       6.4800000     0.026000000
       15.955243       6.5400000     0.025000000
       15.957268       6.5320000     0.025000000
       15.959294       6.5110000     0.025000000
       15.961307       6.5940000     0.025000000
       15.963344       6.4350000     0.027000000
       15.965370       6.5930000     0.025000000
       15.967395       6.5230000     0.026000000
       15.969409       6.6080000     0.025000000
       16.879144       6.5200000     0.060000000
       16.913726       6.6650000     0.030000000
       16.914953       6.6520000     0.029000000
       16.915949       6.7120000     0.030000000
       16.917175       6.6600000     0.028000000
       16.918171       6.5210000     0.031000000
       16.919398       6.6260000     0.029000000
       16.920393       6.6410000     0.029000000
       16.921608       6.6000000     0.029000000
       16.922592       6.5450000     0.029000000
       16.923819       6.5230000     0.028000000
       16.924803       6.5880000     0.028000000
       16.926018       6.5160000     0.031000000
       16.927013       6.5860000     0.029000000
       16.928229       6.6360000     0.028000000
       16.929224       6.6220000     0.029000000
       16.930451       6.6610000     0.027000000
       16.931435       6.5890000     0.028000000
       16.932662       6.6080000     0.027000000
       16.933645       6.5950000     0.027000000
       16.934641       6.5330000     0.029000000
       18.850601       6.4040000     0.015000000
       18.851713       6.3230000     0.010000000
       18.852847       6.5240000     0.011000000
       18.853969       6.5010000     0.013000000
       18.855092       6.5030000     0.013000000
       19.837544       6.6000000     0.030000000
       21.930544       7.0000000      0.10000000
       23.873644       7.1500000     0.010000000
